resume_text,skills,num_skills,years_experience,education,has_projects,has_certifications,num_sections,resume_score,role
"SUMMARY
AI Engineer candidate with a strong foundation in pytorch, python, deep learning. Passionate about nlp and continuous learning.

ACADEMIC BACKGROUND
Diploma degree, relevant coursework in pytorch.

SKILLS
azure, nlp, git, deep learning, data analysis, python, cryptography, pytorch

WORK EXPERIENCE
AI Engineer, Northwind Software (5.5 yrs)
- Automated workflows involving pytorch, reducing manual effort.
- Used python daily to support ongoing projects.

PERSONAL PROJECTS
Personal Portfolio System
Built using pytorch and python. Focused on solving a practical problem and deploying a working demo.

Mini Analytics Engine
Built using pytorch and python. Focused on solving a practical problem and deploying a working demo.","azure, nlp, git, deep learning, data analysis, python, cryptography, pytorch",8,5.5,Diploma,1,0,5,61.4,AI Engineer
"ACADEMIC BACKGROUND
PhD degree, relevant coursework in docker.

TECHNICAL SKILLS
java, sql, git, redis, node.js, python, statistics, flask, django, mongodb

EXPERIENCE
Backend Developer, Acme Solutions (2.9 yrs)
- Built and maintained systems using django and flask.
- Collaborated with a small team to ship features on schedule.

PROJECTS
Data Insights Dashboard
Built using django and flask. Focused on solving a practical problem and deploying a working demo.","java, sql, git, redis, node.js, python, statistics, flask, django, mongodb",10,2.9,PhD,1,0,4,58.4,Backend Developer
"SUMMARY
Detail-oriented professional skilled in networking and aws, seeking a Cloud Engineer role. Completed coursework and internships involving terraform and ci/cd.

EDUCATION
Bachelors degree, relevant coursework in ci/cd.

TECHNICAL SKILLS
terraform, networking, monitoring, python, penetration testing, linux, gcp, cloudformation, docker, kubernetes, html, ci/cd, azure, aws, numpy

PERSONAL PROJECTS
Mini Analytics Engine
Built using networking and aws. Focused on solving a practical problem and deploying a working demo.

CERTIFICATIONS
Relevant certification related to gcp.","terraform, networking, monitoring, python, penetration testing, linux, gcp, cloudformation, docker, kubernetes, html, ci/cd, azure, aws, numpy",15,3.2,Bachelors,1,1,5,93.1,Cloud Engineer
"PROFESSIONAL SUMMARY
Frontend Developer candidate with a strong foundation in webpack, next.js, html. Passionate about react and continuous learning.

EDUCATION
Diploma degree, relevant coursework in next.js.

SKILLS
javascript, git, react, webpack, figma, redux, html, next.js, css

PROFESSIONAL EXPERIENCE
Frontend Developer, NovaTech (1.2 yrs)
- Automated workflows involving webpack, reducing manual effort.
- Used next.js daily to support ongoing projects.

ACADEMIC PROJECTS
Personal Portfolio System
Applied webpack to analyze data and next.js to build the final solution, presenting results to peers.

Mini Analytics Engine
Built using webpack and next.js. Focused on solving a practical problem and deploying a working demo.","javascript, git, react, webpack, figma, redux, html, next.js, css",9,1.2,Diploma,1,0,5,55.6,Frontend Developer
"SUMMARY
Motivated DevOps Engineer with hands-on experience in bash, aws and ansible. Built projects applying prometheus to solve real-world problems.

EDUCATION
Masters degree, relevant coursework in git.

CORE COMPETENCIES
pandas, aws, terraform, ansible, monitoring, prometheus, bash

ACADEMIC PROJECTS
Campus Utility App
Applied bash to analyze data and aws to build the final solution, presenting results to peers.","pandas, aws, terraform, ansible, monitoring, prometheus, bash",7,0.6,Masters,1,0,4,48.7,DevOps Engineer
"PROFESSIONAL SUMMARY
Motivated Cybersecurity Analyst with hands-on experience in firewalls, penetration testing and python. Built projects applying siem to solve real-world problems.

EDUCATION
Bachelors degree, relevant coursework in siem.

TECHNICAL SKILLS
penetration testing, wireshark, network security, firewalls, cryptography, siem, incident response, python, vulnerability assessment, linux

PERSONAL PROJECTS
Recommendation Prototype
Built using firewalls and penetration testing. Focused on solving a practical problem and deploying a working demo.

Recommendation Prototype
Applied firewalls to analyze data and penetration testing to build the final solution, presenting results to peers.

CERTIFICATIONS
Relevant certification related to linux.","penetration testing, wireshark, network security, firewalls, cryptography, siem, incident response, python, vulnerability assessment, linux",10,3.4,Bachelors,1,1,5,100.0,Cybersecurity Analyst
"SUMMARY
Detail-oriented professional skilled in data structures and oop, seeking a Software Engineer role. Completed coursework and internships involving sql and git.

ACADEMIC BACKGROUND
Bachelors degree, relevant coursework in sql.

CORE COMPETENCIES
oop, algorithms, junit, css, data structures, git, wireframing, python, power bi, sql, c++

EXPERIENCE
Software Engineer, Skyline Systems (2.3 yrs)
- Built and maintained systems using data structures and oop.
- Collaborated with a small team to ship features on schedule.","oop, algorithms, junit, css, data structures, git, wireframing, python, power bi, sql, c++",11,,,0,0,4,54.8,Software Engineer
"OBJECTIVE
Motivated Frontend Developer with hands-on experience in css, responsive design and next.js. Built projects applying figma to solve real-world problems.

EDUCATION
PhD degree, relevant coursework in figma.

CORE COMPETENCIES
figma, next.js, css, flask, redux, responsive design

PERSONAL PROJECTS
Data Insights Dashboard
Applied css to analyze data and responsive design to build the final solution, presenting results to peers.

Data Insights Dashboard
Applied css to analyze data and responsive design to build the final solution, presenting results to peers.

CERTIFICATES
Relevant certification related to javascript.","figma, next.js, css, flask, redux, responsive design",6,1.1,PhD,1,1,5,67.4,Frontend Developer
"OBJECTIVE
Motivated Database Administrator with hands-on experience in postgresql, mysql and query optimization. Built projects applying oracle to solve real-world problems.

EDUCATION
Diploma degree, relevant coursework in sql.

TECHNICAL SKILLS
kubernetes, mysql, query optimization, linux, stakeholder management, oracle, postgresql, etl, gcp, css, backup

WORK EXPERIENCE
Database Administrator, NovaTech (1.0 yrs)
- Automated workflows involving postgresql, reducing manual effort.
- Used mysql daily to support ongoing projects.

CERTIFICATIONS
Relevant certification related to linux.","kubernetes, mysql, query optimization, linux, stakeholder management, oracle, postgresql, etl, gcp, css, backup",11,1.0,Diploma,0,1,5,54.2,Database Administrator
"SUMMARY
Motivated DevOps Engineer with hands-on experience in git, monitoring and ansible. Built projects applying docker to solve real-world problems.

EDUCATION
PhD degree, relevant coursework in ci/cd.

CORE COMPETENCIES
terraform, usability testing, bash, keras, jenkins, aws, docker, monitoring, ansible, python, ci/cd, linux, git, design systems

WORK EXPERIENCE
DevOps Engineer, Acme Solutions (3.7 yrs)
- Automated workflows involving git, reducing manual effort.
- Used monitoring daily to support ongoing projects.

PROJECTS
Mini Analytics Engine
Applied git to analyze data and monitoring to build the final solution, presenting results to peers.

CERTIFICATES
Relevant certification related to docker.","terraform, usability testing, bash, keras, jenkins, aws, docker, monitoring, ansible, python, ci/cd, linux, git, design systems",14,3.7,PhD,1,1,6,88.3,DevOps Engineer
"PROFESSIONAL SUMMARY
Motivated Database Administrator with hands-on experience in mongodb, linux and indexing. Built projects applying etl to solve real-world problems.

ACADEMIC BACKGROUND
Bachelors degree, relevant coursework in oracle.

SKILLS
indexing, postgresql, sql, backup, mongodb, linux, etl, mysql, oracle

PROFESSIONAL EXPERIENCE
Database Administrator, Acme Solutions (0.6 yrs)
- Automated workflows involving mongodb, reducing manual effort.
- Used linux daily to support ongoing projects.

PROJECTS
Recommendation Prototype
Applied mongodb to analyze data and linux to build the final solution, presenting results to peers.","indexing, postgresql, sql, backup, mongodb, linux, etl, mysql, oracle",9,0.6,Bachelors,1,0,5,71.0,Database Administrator
"SUMMARY
Results-driven Database Administrator with 1.2 years of practical exposure to indexing and query optimization. Enjoys solving problems with mysql.

EDUCATION
Bachelors degree, relevant coursework in postgresql.

TECHNICAL SKILLS
etl, backup, indexing, linux, mysql, oracle, query optimization, sql

ACADEMIC PROJECTS
Campus Utility App
Applied indexing to analyze data and query optimization to build the final solution, presenting results to peers.

Data Insights Dashboard
Built using indexing and query optimization. Focused on solving a practical problem and deploying a working demo.","etl, backup, indexing, linux, mysql, oracle, query optimization, sql",8,1.2,Bachelors,1,0,4,65.2,Database Administrator
"PROFESSIONAL SUMMARY
Results-driven Database Administrator with 1.6 years of practical exposure to etl and oracle. Enjoys solving problems with linux.

EDUCATION
PhD degree, relevant coursework in postgresql.

TECHNICAL SKILLS
indexing, backup, etl, mysql, jira, query optimization, oracle, linux

PROJECTS
Mini Analytics Engine
Built using etl and oracle. Focused on solving a practical problem and deploying a working demo.","indexing, backup, etl, mysql, jira, query optimization, oracle, linux",8,1.6,PhD,1,0,4,58.7,Database Administrator
"ACADEMIC BACKGROUND
Diploma degree, relevant coursework in javascript.

CORE COMPETENCIES
webpack, deep learning, react, git, responsive design, redux, figma, next.js, typescript, javascript

PROFESSIONAL EXPERIENCE
Frontend Developer, Cascade Consulting (1.4 yrs)
- Automated workflows involving react, reducing manual effort.
- Used redux daily to support ongoing projects.

ACADEMIC PROJECTS
Recommendation Prototype
Built using react and redux. Focused on solving a practical problem and deploying a working demo.

Data Insights Dashboard
Applied react to analyze data and redux to build the final solution, presenting results to peers.","webpack, deep learning, react, git, responsive design, redux, figma, next.js, typescript, javascript",10,1.4,Diploma,1,0,4,59.4,Frontend Developer
"SUMMARY
Detail-oriented professional skilled in redux and next.js, seeking a Frontend Developer role. Completed coursework and internships involving webpack and react.

EDUCATION
Bachelors degree, relevant coursework in next.js.

TECHNICAL SKILLS
redux, indexing, css, next.js, python, webpack, react

WORK EXPERIENCE
Frontend Developer, Acme Solutions (0.5 yrs)
- Built and maintained systems using redux and next.js.
- Collaborated with a small team to ship features on schedule.","redux, indexing, css, next.js, python, webpack, react",7,0.3,Bachelors,0,0,4,32.2,Frontend Developer
"SUMMARY
Frontend Developer candidate with a strong foundation in redux, css, responsive design. Passionate about typescript and continuous learning.

ACADEMIC BACKGROUND
Bachelors degree, relevant coursework in css.

TECHNICAL SKILLS
microservices, responsive design, typescript, redux, data structures, figma, css

PERSONAL PROJECTS
Automation Toolkit
Applied redux to analyze data and css to build the final solution, presenting results to peers.","microservices, responsive design, typescript, redux, data structures, figma, css",7,1.4,Bachelors,1,0,4,56.0,Frontend Developer
"OBJECTIVE
Results-driven Frontend Developer with 2.4 years of practical exposure to react and figma. Enjoys solving problems with html.

EDUCATION
Diploma degree, relevant coursework in css.

TECHNICAL SKILLS
responsive design, css, ci/cd, webpack, react, power bi, figma, siem, next.js, html

PROJECTS
Personal Portfolio System
Built using react and figma. Focused on solving a practical problem and deploying a working demo.

Mini Analytics Engine
Applied react to analyze data and figma to build the final solution, presenting results to peers.

CERTIFICATIONS
Relevant certification related to next.js.","responsive design, css, ci/cd, webpack, react, power bi, figma, siem, next.js, html",10,2.4,Diploma,1,1,5,67.3,Frontend Developer
"PROFESSIONAL SUMMARY
Motivated Backend Developer with hands-on experience in flask, node.js and redis. Built projects applying java to solve real-world problems.

ACADEMIC BACKGROUND
Masters degree, relevant coursework in django.

TECHNICAL SKILLS
redis, node.js, flask, sql, django, java, git, microservices, rest api, python

PROFESSIONAL EXPERIENCE
Backend Developer, Quantum Analytics (4.1 yrs)
- Automated workflows involving flask, reducing manual effort.
- Used node.js daily to support ongoing projects.

PROJECTS
Recommendation Prototype
Applied flask to analyze data and node.js to build the final solution, presenting results to peers.

Mini Analytics Engine
Built using flask and node.js. Focused on solving a practical problem and deploying a working demo.

CERTIFICATIONS
Relevant certification related to git.","redis, node.js, flask, sql, django, java, git, microservices, rest api, python",10,4.1,Masters,1,1,6,89.9,Backend Developer
"OBJECTIVE
Software Engineer candidate with a strong foundation in linux, junit, algorithms. Passionate about python and continuous learning.

EDUCATION
PhD degree, relevant coursework in oop.

SKILLS
python, junit, postgresql, linux, penetration testing, algorithms, prometheus, data structures

CERTIFICATES
Relevant certification related to algorithms.","python, junit, postgresql, linux, penetration testing, algorithms, prometheus, data structures",8,0.1,PhD,0,1,4,34.9,Software Engineer
"PROFILE
Results-driven Backend Developer with 2.6 years of practical exposure to microservices and sql. Enjoys solving problems with python.

EDUCATION
Masters degree, relevant coursework in git.

CORE COMPETENCIES
node.js, python, git, java, microservices, opencv, stakeholder management, sql

WORK EXPERIENCE
Backend Developer, Vertex Digital (2.6 yrs)
- Automated workflows involving microservices, reducing manual effort.
- Used sql daily to support ongoing projects.

CERTIFICATES
Relevant certification related to node.js.","node.js, python, git, java, microservices, opencv, stakeholder management, sql",8,2.6,Masters,0,1,5,53.6,Backend Developer
"EDUCATION
Bachelors degree, relevant coursework in monitoring.

TECHNICAL SKILLS
prometheus, linux, responsive design, indexing, oracle, jenkins, docker, monitoring, bash

EXPERIENCE
DevOps Engineer, Quantum Analytics (5.0 yrs)
- Automated workflows involving linux, reducing manual effort.
- Used jenkins daily to support ongoing projects.

ACADEMIC PROJECTS
Mini Analytics Engine
Built using linux and jenkins. Focused on solving a practical problem and deploying a working demo.

CERTIFICATES
Relevant certification related to docker.","prometheus, linux, responsive design, indexing, oracle, jenkins, docker, monitoring, bash",9,5.0,Bachelors,1,1,5,75.0,DevOps Engineer
"PROFILE
AI Engineer candidate with a strong foundation in keras, tensorflow, deep learning. Passionate about git and continuous learning.

ACADEMIC BACKGROUND
Bachelors degree, relevant coursework in sql.

TECHNICAL SKILLS
siem, keras, docker, deep learning, tensorflow, pytorch, nlp, computer vision, machine learning, git

PROFESSIONAL EXPERIENCE
AI Engineer, NovaTech (1.4 yrs)
- Automated workflows involving keras, reducing manual effort.
- Used tensorflow daily to support ongoing projects.

PERSONAL PROJECTS
Data Insights Dashboard
Built using keras and tensorflow. Focused on solving a practical problem and deploying a working demo.

Data Insights Dashboard
Applied keras to analyze data and tensorflow to build the final solution, presenting results to peers.","siem, keras, docker, deep learning, tensorflow, pytorch, nlp, computer vision, machine learning, git",10,1.4,Bachelors,1,0,5,68.8,AI Engineer
"ACADEMIC BACKGROUND
Bachelors degree, relevant coursework in jira.

CORE COMPETENCIES
jira, power bi, django, data analysis, agile, linux, stakeholder management, sql

EXPERIENCE
Business Analyst Intern, Quantum Analytics (1.4 yrs)
- Assisted senior engineers with tasks involving stakeholder management and data analysis.
- Learned sql on the job through mentorship.

ACADEMIC PROJECTS
Data Insights Dashboard
Applied stakeholder management to analyze data and sql to build the final solution, presenting results to peers.

Automation Toolkit
Built using stakeholder management and sql. Focused on solving a practical problem and deploying a working demo.

CERTIFICATIONS
Relevant certification related to sql.","jira, power bi, django, data analysis, agile, linux, stakeholder management, sql",8,1.4,Bachelors,1,1,5,80.1,Business Analyst
"SUMMARY
Results-driven Backend Developer with 0.4 years of practical exposure to microservices and docker. Enjoys solving problems with python.

ACADEMIC BACKGROUND
Bachelors degree, relevant coursework in node.js.

SKILLS
docker, microservices, mongodb, siem, design systems, vulnerability assessment, python, rest api

WORK EXPERIENCE
Backend Developer, Northwind Software (0.5 yrs)
- Automated workflows involving microservices, reducing manual effort.
- Used docker daily to support ongoing projects.

PROJECTS
Mini Analytics Engine
Built using microservices and docker. Focused on solving a practical problem and deploying a working demo.

Recommendation Prototype
Built using microservices and docker. Focused on solving a practical problem and deploying a working demo.","docker, microservices, mongodb, siem, design systems, vulnerability assessment, python, rest api",8,0.4,Bachelors,1,0,5,40.7,Backend Developer
"PROFILE
Detail-oriented professional skilled in linux and cloudformation, seeking a Cloud Engineer role. Completed coursework and internships involving ci/cd and gcp.

EDUCATION
Bachelors degree, relevant coursework in python.

TECHNICAL SKILLS
linux, terraform, kubernetes, gcp, networking, aws, junit, algorithms, vulnerability assessment, cloudformation, design systems, ci/cd

EXPERIENCE
Cloud Engineer, Quantum Analytics (3.1 yrs)
- Automated workflows involving linux, reducing manual effort.
- Used cloudformation daily to support ongoing projects.

PROJECTS
Automation Toolkit
Built using linux and cloudformation. Focused on solving a practical problem and deploying a working demo.

Recommendation Prototype
Built using linux and cloudformation. Focused on solving a practical problem and deploying a working demo.

CERTIFICATIONS
Relevant certification related to terraform.","linux, terraform, kubernetes, gcp, networking, aws, junit, algorithms, vulnerability assessment, cloudformation, design systems, ci/cd",12,3.1,Bachelors,1,1,6,78.0,Cloud Engineer
"SUMMARY
Software Engineer candidate with a strong foundation in c++, python, junit. Passionate about sql and continuous learning.

EDUCATION
Masters degree, relevant coursework in rest api.

CORE COMPETENCIES
responsive design, cryptography, junit, data structures, oop, design systems, sql, git, python, c++

EXPERIENCE
Software Engineer, Vertex Digital (0.5 yrs)
- Built and maintained systems using c++ and python.
- Collaborated with a small team to ship features on schedule.

CERTIFICATIONS
Relevant certification related to oop.","responsive design, cryptography, junit, data structures, oop, design systems, sql, git, python, c++",10,0.5,Masters,0,1,5,50.6,Software Engineer
"SUMMARY
Motivated Database Administrator with hands-on experience in mysql, linux and mongodb. Built projects applying postgresql to solve real-world problems.

EDUCATION
Masters degree, relevant coursework in postgresql.

CORE COMPETENCIES
oracle, mysql, postgresql, linux, mongodb

WORK EXPERIENCE
Database Administrator Intern, Skyline Systems (2.1 yrs)
- Assisted senior engineers with tasks involving mysql and mongodb.
- Learned linux on the job through mentorship.

PERSONAL PROJECTS
Personal Portfolio System
Applied mysql to analyze data and linux to build the final solution, presenting results to peers.","oracle, mysql, postgresql, linux, mongodb",5,2.1,Masters,1,0,5,42.1,Database Administrator
"OBJECTIVE
Results-driven Business Analyst with 4.5 years of practical exposure to power bi and data analysis. Enjoys solving problems with sql.

ACADEMIC BACKGROUND
Diploma degree, relevant coursework in jira.

SKILLS
agile, requirements gathering, stakeholder management, sql, power bi, excel, jira, data analysis, tableau

PROFESSIONAL EXPERIENCE
Business Analyst, BrightPath Labs (4.5 yrs)
- Automated workflows involving power bi, reducing manual effort.
- Used data analysis daily to support ongoing projects.

PERSONAL PROJECTS
Personal Portfolio System
Applied power bi to analyze data and data analysis to build the final solution, presenting results to peers.

Automation Toolkit
Applied power bi to analyze data and data analysis to build the final solution, presenting results to peers.","agile, requirements gathering, stakeholder management, sql, power bi, excel, jira, data analysis, tableau",9,4.5,Diploma,1,0,5,87.8,Business Analyst
"SUMMARY
Data Scientist candidate with a strong foundation in excel, scikit-learn, statistics. Passionate about pandas and continuous learning.

EDUCATION
Diploma degree, relevant coursework in statistics.

TECHNICAL SKILLS
excel, adobe xd, python, scikit-learn, stakeholder management, r, statistics, machine learning, pandas, tableau, power bi

PROFESSIONAL EXPERIENCE
Data Scientist, Northwind Software (5.8 yrs)
- Automated workflows involving excel, reducing manual effort.
- Used scikit-learn daily to support ongoing projects.

PROJECTS
Recommendation Prototype
Built using excel and scikit-learn. Focused on solving a practical problem and deploying a working demo.

Recommendation Prototype
Built using excel and scikit-learn. Focused on solving a practical problem and deploying a working demo.

CERTIFICATES
Relevant certification related to r.","excel, adobe xd, python, scikit-learn, stakeholder management, r, statistics, machine learning, pandas, tableau, power bi",11,5.8,Diploma,1,1,6,83.2,Data Scientist
"SUMMARY
Motivated Cloud Engineer with hands-on experience in docker, terraform and linux. Built projects applying gcp to solve real-world problems.

EDUCATION
Bachelors degree, relevant coursework in docker.

TECHNICAL SKILLS
networking, ci/cd, gcp, python, linux, docker, cloudformation, terraform

EXPERIENCE
Cloud Engineer, Quantum Analytics (3.5 yrs)
- Built and maintained systems using docker and terraform.
- Collaborated with a small team to ship features on schedule.

PERSONAL PROJECTS
Campus Utility App
Built using docker and terraform. Focused on solving a practical problem and deploying a working demo.

CERTIFICATES
Relevant certification related to aws.","networking, ci/cd, gcp, python, linux, docker, cloudformation, terraform",8,3.5,Bachelors,1,1,6,89.6,Cloud Engineer
"SUMMARY
Motivated Database Administrator with hands-on experience in etl, mongodb and backup. Built projects applying linux to solve real-world problems.

EDUCATION
Bachelors degree, relevant coursework in query optimization.

SKILLS
mongodb, backup, postgresql, network security, kubernetes, query optimization, etl, linux, pandas, mysql, sql

WORK EXPERIENCE
Database Administrator, NovaTech (4.7 yrs)
- Built and maintained systems using etl and mongodb.
- Collaborated with a small team to ship features on schedule.

PERSONAL PROJECTS
Mini Analytics Engine
Built using etl and mongodb. Focused on solving a practical problem and deploying a working demo.

Data Insights Dashboard
Built using etl and mongodb. Focused on solving a practical problem and deploying a working demo.","mongodb, backup, postgresql, network security, kubernetes, query optimization, etl, linux, pandas, mysql, sql",11,4.7,Bachelors,1,0,5,80.6,Database Administrator
"OBJECTIVE
Motivated Business Analyst with hands-on experience in stakeholder management, requirements gathering and excel. Built projects applying data analysis to solve real-world problems.

EDUCATION
Bachelors degree, relevant coursework in tableau.

SKILLS
data analysis, sql, stakeholder management, power bi, excel, requirements gathering

PROFESSIONAL EXPERIENCE
Business Analyst Intern, Cascade Consulting (6.3 yrs)
- Assisted senior engineers with tasks involving stakeholder management and excel.
- Learned requirements gathering on the job through mentorship.

PERSONAL PROJECTS
Automation Toolkit
Built using stakeholder management and requirements gathering. Focused on solving a practical problem and deploying a working demo.

Personal Portfolio System
Built using stakeholder management and requirements gathering. Focused on solving a practical problem and deploying a working demo.

CERTIFICATIONS
Relevant certification related to jira.","data analysis, sql, stakeholder management, power bi, excel, requirements gathering",6,6.3,Bachelors,1,1,6,78.2,Business Analyst
"EDUCATION
Diploma degree, relevant coursework in penetration testing.

SKILLS
siem, python, query optimization, linux, network security, incident response, cryptography, vulnerability assessment, penetration testing, ansible

CERTIFICATIONS
Relevant certification related to wireshark.","siem, python, query optimization, linux, network security, incident response, cryptography, vulnerability assessment, penetration testing, ansible",10,3.7,Diploma,0,1,3,67.1,Cybersecurity Analyst
"PROFESSIONAL SUMMARY
Motivated Database Administrator with hands-on experience in mysql, backup and oracle. Built projects applying indexing to solve real-world problems.

ACADEMIC BACKGROUND
Bachelors degree, relevant coursework in mongodb.

CORE COMPETENCIES
backup, sql, mongodb, oracle, r, flask, postgresql, linux, mysql, deep learning, indexing

PROJECTS
Automation Toolkit
Applied mysql to analyze data and backup to build the final solution, presenting results to peers.","backup, sql, mongodb, oracle, r, flask, postgresql, linux, mysql, deep learning, indexing",11,1.4,Bachelors,1,0,4,68.8,Database Administrator
"EDUCATION
Bachelors degree, relevant coursework in mongodb.

TECHNICAL SKILLS
git, python, microservices, rest api, docker, django, cloudformation, redis, incident response, flask, node.js, numpy, mongodb, sql, java

WORK EXPERIENCE
Backend Developer, Skyline Systems (4.9 yrs)
- Automated workflows involving flask, reducing manual effort.
- Used java daily to support ongoing projects.

PROJECTS
Mini Analytics Engine
Built using flask and java. Focused on solving a practical problem and deploying a working demo.

Mini Analytics Engine
Applied flask to analyze data and java to build the final solution, presenting results to peers.","git, python, microservices, rest api, docker, django, cloudformation, redis, incident response, flask, node.js, numpy, mongodb, sql, java",15,4.9,Bachelors,1,0,4,91.0,Backend Developer
"OBJECTIVE
Database Administrator candidate with a strong foundation in indexing, oracle, mysql. Passionate about postgresql and continuous learning.

ACADEMIC BACKGROUND
Bachelors degree, relevant coursework in etl.

CORE COMPETENCIES
postgresql, mysql, linux, query optimization, indexing, adobe xd, docker, oracle

PROFESSIONAL EXPERIENCE
Database Administrator, Northwind Software (6.6 yrs)
- Automated workflows involving indexing, reducing manual effort.
- Used oracle daily to support ongoing projects.

PERSONAL PROJECTS
Recommendation Prototype
Built using indexing and oracle. Focused on solving a practical problem and deploying a working demo.

CERTIFICATIONS
Relevant certification related to oracle.","postgresql, mysql, linux, query optimization, indexing, adobe xd, docker, oracle",8,6.6,Bachelors,1,1,6,75.6,Database Administrator
"PROFESSIONAL SUMMARY
Detail-oriented professional skilled in nlp and tensorflow, seeking a AI Engineer role. Completed coursework and internships involving machine learning and deep learning.

ACADEMIC BACKGROUND
PhD degree, relevant coursework in deep learning.

SKILLS
machine learning, nlp, sql, redux, tensorflow, keras, deep learning, django

WORK EXPERIENCE
AI Engineer Intern, Acme Solutions (0.5 yrs)
- Assisted senior engineers with tasks involving nlp and machine learning.
- Learned tensorflow on the job through mentorship.","machine learning, nlp, sql, redux, tensorflow, keras, deep learning, django",8,0.4,PhD,0,0,4,29.3,AI Engineer
"PROFILE
Backend Developer candidate with a strong foundation in sql, java, redis. Passionate about microservices and continuous learning.

EDUCATION
Masters degree, relevant coursework in django.

TECHNICAL SKILLS
java, tableau, sql, rest api, microservices, algorithms, cryptography, numpy, redis

EXPERIENCE
Backend Developer Intern, NovaTech (0.5 yrs)
- Assisted senior engineers with tasks involving sql and redis.
- Learned java on the job through mentorship.","java, tableau, sql, rest api, microservices, algorithms, cryptography, numpy, redis",9,0.2,Masters,0,0,4,27.3,Backend Developer
"EDUCATION
Bachelors degree, relevant coursework in monitoring.

TECHNICAL SKILLS
prometheus, linux, responsive design, indexing, oracle, jenkins, docker, monitoring, bash

EXPERIENCE
DevOps Engineer, Quantum Analytics (5.0 yrs)
- Automated workflows involving linux, reducing manual effort.
- Used jenkins daily to support ongoing projects.

ACADEMIC PROJECTS
Mini Analytics Engine
Built using linux and jenkins. Focused on solving a practical problem and deploying a working demo.

CERTIFICATES
Relevant certification related to docker.","prometheus, linux, responsive design, indexing, oracle, jenkins, docker, monitoring, bash",9,5.0,Bachelors,1,1,5,75.0,DevOps Engineer
"PROFILE
Results-driven DevOps Engineer with 1.2 years of practical exposure to jenkins and prometheus. Enjoys solving problems with ci/cd.

EDUCATION
Bachelors degree, relevant coursework in ansible.

SKILLS
jenkins, ci/cd, prometheus, kubernetes

EXPERIENCE
DevOps Engineer Intern, Cascade Consulting (1.2 yrs)
- Assisted senior engineers with tasks involving jenkins and ci/cd.
- Learned prometheus on the job through mentorship.

PERSONAL PROJECTS
Data Insights Dashboard
Built using jenkins and prometheus. Focused on solving a practical problem and deploying a working demo.

CERTIFICATES
Relevant certification related to monitoring.","jenkins, ci/cd, prometheus, kubernetes",4,1.2,Bachelors,1,1,6,49.4,DevOps Engineer
"PROFILE
DevOps Engineer candidate with a strong foundation in ansible, monitoring, git. Passionate about jenkins and continuous learning.

ACADEMIC BACKGROUND
Bachelors degree, relevant coursework in git.

CORE COMPETENCIES
jenkins, git, linux, monitoring, bash, rest api, ansible

WORK EXPERIENCE
DevOps Engineer, Northwind Software (4.3 yrs)
- Automated workflows involving ansible, reducing manual effort.
- Used monitoring daily to support ongoing projects.

ACADEMIC PROJECTS
Automation Toolkit
Applied ansible to analyze data and monitoring to build the final solution, presenting results to peers.

CERTIFICATIONS
Relevant certification related to aws.","jenkins, git, linux, monitoring, bash, rest api, ansible",7,4.3,Bachelors,1,1,6,61.9,DevOps Engineer
"PROFILE
Results-driven Data Scientist with 1.8 years of practical exposure to sql and pandas. Enjoys solving problems with scikit-learn.

EDUCATION
Bachelors degree, relevant coursework in r.

SKILLS
excel, etl, machine learning, pandas, sql, matplotlib, scikit-learn

WORK EXPERIENCE
Data Scientist, Skyline Systems (1.8 yrs)
- Built and maintained systems using sql and pandas.
- Collaborated with a small team to ship features on schedule.

ACADEMIC PROJECTS
Mini Analytics Engine
Built using sql and pandas. Focused on solving a practical problem and deploying a working demo.","excel, etl, machine learning, pandas, sql, matplotlib, scikit-learn",7,1.8,Bachelors,1,0,5,55.0,Data Scientist
"PROFILE
DevOps Engineer candidate with a strong foundation in aws, linux, prometheus. Passionate about ansible and continuous learning.

EDUCATION
PhD degree, relevant coursework in kubernetes.

CORE COMPETENCIES
docker, monitoring, linux, prometheus, git, ansible, azure, aws

WORK EXPERIENCE
DevOps Engineer Intern, BrightPath Labs (1.6 yrs)
- Assisted senior engineers with tasks involving aws and prometheus.
- Learned linux on the job through mentorship.

ACADEMIC PROJECTS
Mini Analytics Engine
Applied aws to analyze data and linux to build the final solution, presenting results to peers.

CERTIFICATIONS
Relevant certification related to kubernetes.","docker, monitoring, linux, prometheus, git, ansible, azure, aws",8,1.6,PhD,1,1,6,66.7,DevOps Engineer
"ACADEMIC BACKGROUND
Diploma degree, relevant coursework in linux.

SKILLS
postgresql, etl, sql, stakeholder management, oracle, junit, terraform, query optimization, mysql, backup, linux, indexing, matplotlib

PROJECTS
Campus Utility App
Applied postgresql to analyze data and backup to build the final solution, presenting results to peers.","postgresql, etl, sql, stakeholder management, oracle, junit, terraform, query optimization, mysql, backup, linux, indexing, matplotlib",13,1.9,Diploma,1,0,3,70.0,Database Administrator
