resume_text,skills,num_skills,years_experience,education,has_projects,has_certifications,num_sections,resume_score,role,clean_text,education_encoded,cluster
"OBJECTIVE
Detail-oriented professional skilled in power bi and excel, seeking a Business Analyst role. Completed coursework and internships involving agile and jira.

ACADEMIC BACKGROUND
Masters degree, relevant coursework in tableau.

TECHNICAL SKILLS
jira, requirements gathering, tableau, stakeholder management, excel, agile, junit, power bi

PROFESSIONAL EXPERIENCE
Business Analyst Intern, Northwind Software (4.4 yrs)
- Assisted senior engineers with tasks involving power bi and agile.
- Learned excel on the job through mentorship.

PROJECTS
Recommendation Prototype
Applied power bi to analyze data and excel to build the final solution, presenting results to peers.

CERTIFICATES
Relevant certification related to requirements gathering.","jira, requirements gathering, tableau, stakeholder management, excel, agile, junit, power bi",8,4.4,Masters,1,1,6,87.7,Business Analyst,objective detail oriented professional skilled power excel seeking business analyst role completed coursework internship involving agile jira academic background master degree relevant coursework tableau technical skill jira requirement gathering tableau stakeholder management excel agile junit power professional experience business analyst intern northwind software yr assisted senior engineer task involving power agile learned excel job mentorship project recommendation prototype applied power analyze data excel build final solution presenting result peer certificate relevant certification related requirement gathering,2,4
"OBJECTIVE
Detail-oriented professional skilled in pandas and machine learning, seeking a Data Scientist role. Completed coursework and internships involving power bi and r.

ACADEMIC BACKGROUND
Masters degree, relevant coursework in r.

CORE COMPETENCIES
power bi, r, machine learning, sql, ansible, pandas

EXPERIENCE
Data Scientist Intern, Cascade Consulting (0.5 yrs)
- Assisted senior engineers with tasks involving pandas and power bi.
- Learned machine learning on the job through mentorship.

CERTIFICATES
Relevant certification related to power bi.","power bi, r, machine learning, sql, ansible, pandas",6,0.1,Masters,0,1,5,45.9,Data Scientist,objective detail oriented professional skilled panda machine learning seeking data scientist role completed coursework internship involving power academic background master degree relevant coursework core competency power machine learning sql ansible panda experience data scientist intern cascade consulting yr assisted senior engineer task involving panda power learned machine learning job mentorship certificate relevant certification related power,2,2
"SUMMARY
Results-driven Backend Developer with 0.4 years of practical exposure to sql and java. Enjoys solving problems with docker.

EDUCATION
Bachelors degree, relevant coursework in java.

CORE COMPETENCIES
django, redis, docker, git, rest api, node.js, mongodb, scikit-learn, sql, system design, microservices, java, flask, user research, python

ACADEMIC PROJECTS
Mini Analytics Engine
Applied sql to analyze data and java to build the final solution, presenting results to peers.

Personal Portfolio System
Built using sql and java. Focused on solving a practical problem and deploying a working demo.","django, redis, docker, git, rest api, node.js, mongodb, scikit-learn, sql, system design, microservices, java, flask, user research, python",15,0.4,Bachelors,1,0,4,77.0,Backend Developer,summary result driven backend developer year practical exposure sql java enjoys solving problem docker education bachelor degree relevant coursework java core competency django redis docker git rest api node mongodb scikit learn sql system design microservices java flask user research python academic project mini analytics engine applied sql analyze data java build final solution presenting result peer personal portfolio system built using sql java focused solving practical problem deploying working demo,1,0
"SUMMARY
AI Engineer candidate with a strong foundation in pytorch, python, deep learning. Passionate about nlp and continuous learning.

ACADEMIC BACKGROUND
Diploma degree, relevant coursework in pytorch.

SKILLS
azure, nlp, git, deep learning, data analysis, python, cryptography, pytorch

WORK EXPERIENCE
AI Engineer, Northwind Software (5.5 yrs)
- Automated workflows involving pytorch, reducing manual effort.
- Used python daily to support ongoing projects.

PERSONAL PROJECTS
Personal Portfolio System
Built using pytorch and python. Focused on solving a practical problem and deploying a working demo.

Mini Analytics Engine
Built using pytorch and python. Focused on solving a practical problem and deploying a working demo.","azure, nlp, git, deep learning, data analysis, python, cryptography, pytorch",8,5.5,Diploma,1,0,5,61.4,AI Engineer,summary engineer candidate strong foundation pytorch python deep learning passionate nlp continuous learning academic background diploma degree relevant coursework pytorch skill azure nlp git deep learning data analysis python cryptography pytorch work experience engineer northwind software yr automated workflow involving pytorch reducing manual effort used python daily support ongoing project personal project personal portfolio system built using pytorch python focused solving practical problem deploying working demo mini analytics engine built using pytorch python focused solving practical problem deploying working demo,0,3
"ACADEMIC BACKGROUND
PhD degree, relevant coursework in docker.

TECHNICAL SKILLS
java, sql, git, redis, node.js, python, statistics, flask, django, mongodb

EXPERIENCE
Backend Developer, Acme Solutions (2.9 yrs)
- Built and maintained systems using django and flask.
- Collaborated with a small team to ship features on schedule.

PROJECTS
Data Insights Dashboard
Built using django and flask. Focused on solving a practical problem and deploying a working demo.","java, sql, git, redis, node.js, python, statistics, flask, django, mongodb",10,2.9,PhD,1,0,4,58.4,Backend Developer,academic background phd degree relevant coursework docker technical skill java sql git redis node python statistic flask django mongodb experience backend developer acme solution yr built maintained system using django flask collaborated small team ship feature schedule project data insight dashboard built using django flask focused solving practical problem deploying working demo,3,0
"SUMMARY
Detail-oriented professional skilled in networking and aws, seeking a Cloud Engineer role. Completed coursework and internships involving terraform and ci/cd.

EDUCATION
Bachelors degree, relevant coursework in ci/cd.

TECHNICAL SKILLS
terraform, networking, monitoring, python, penetration testing, linux, gcp, cloudformation, docker, kubernetes, html, ci/cd, azure, aws, numpy

PERSONAL PROJECTS
Mini Analytics Engine
Built using networking and aws. Focused on solving a practical problem and deploying a working demo.

CERTIFICATIONS
Relevant certification related to gcp.","terraform, networking, monitoring, python, penetration testing, linux, gcp, cloudformation, docker, kubernetes, html, ci/cd, azure, aws, numpy",15,3.2,Bachelors,1,1,5,93.1,Cloud Engineer,summary detail oriented professional skilled networking aws seeking cloud engineer role completed coursework internship involving terraform education bachelor degree relevant coursework technical skill terraform networking monitoring python penetration testing linux gcp cloudformation docker kubernetes html azure aws numpy personal project mini analytics engine built using networking aws focused solving practical problem deploying working demo certification relevant certification related gcp,1,4
"PROFESSIONAL SUMMARY
Frontend Developer candidate with a strong foundation in webpack, next.js, html. Passionate about react and continuous learning.

EDUCATION
Diploma degree, relevant coursework in next.js.

SKILLS
javascript, git, react, webpack, figma, redux, html, next.js, css

PROFESSIONAL EXPERIENCE
Frontend Developer, NovaTech (1.2 yrs)
- Automated workflows involving webpack, reducing manual effort.
- Used next.js daily to support ongoing projects.

ACADEMIC PROJECTS
Personal Portfolio System
Applied webpack to analyze data and next.js to build the final solution, presenting results to peers.

Mini Analytics Engine
Built using webpack and next.js. Focused on solving a practical problem and deploying a working demo.","javascript, git, react, webpack, figma, redux, html, next.js, css",9,1.2,Diploma,1,0,5,55.6,Frontend Developer,professional summary frontend developer candidate strong foundation webpack next html passionate react continuous learning education diploma degree relevant coursework next skill javascript git react webpack figma redux html next cs professional experience frontend developer novatech yr automated workflow involving webpack reducing manual effort used next daily support ongoing project academic project personal portfolio system applied webpack analyze data next build final solution presenting result peer mini analytics engine built using webpack next focused solving practical problem deploying working demo,0,0
"SUMMARY
Motivated DevOps Engineer with hands-on experience in bash, aws and ansible. Built projects applying prometheus to solve real-world problems.

EDUCATION
Masters degree, relevant coursework in git.

CORE COMPETENCIES
pandas, aws, terraform, ansible, monitoring, prometheus, bash

ACADEMIC PROJECTS
Campus Utility App
Applied bash to analyze data and aws to build the final solution, presenting results to peers.","pandas, aws, terraform, ansible, monitoring, prometheus, bash",7,0.6,Masters,1,0,4,48.7,DevOps Engineer,summary motivated devops engineer hand experience bash aws ansible built project applying prometheus solve real world problem education master degree relevant coursework git core competency panda aws terraform ansible monitoring prometheus bash academic project campus utility app applied bash analyze data aws build final solution presenting result peer,2,0
"PROFESSIONAL SUMMARY
Motivated Cybersecurity Analyst with hands-on experience in firewalls, penetration testing and python. Built projects applying siem to solve real-world problems.

EDUCATION
Bachelors degree, relevant coursework in siem.

TECHNICAL SKILLS
penetration testing, wireshark, network security, firewalls, cryptography, siem, incident response, python, vulnerability assessment, linux

PERSONAL PROJECTS
Recommendation Prototype
Built using firewalls and penetration testing. Focused on solving a practical problem and deploying a working demo.

Recommendation Prototype
Applied firewalls to analyze data and penetration testing to build the final solution, presenting results to peers.

CERTIFICATIONS
Relevant certification related to linux.","penetration testing, wireshark, network security, firewalls, cryptography, siem, incident response, python, vulnerability assessment, linux",10,3.4,Bachelors,1,1,5,100.0,Cybersecurity Analyst,professional summary motivated cybersecurity analyst hand experience firewall penetration testing python built project applying siem solve real world problem education bachelor degree relevant coursework siem technical skill penetration testing wireshark network security firewall cryptography siem incident response python vulnerability assessment linux personal project recommendation prototype built using firewall penetration testing focused solving practical problem deploying working demo recommendation prototype applied firewall analyze data penetration testing build final solution presenting result peer certification relevant certification related linux,1,4
"SUMMARY
Detail-oriented professional skilled in data structures and oop, seeking a Software Engineer role. Completed coursework and internships involving sql and git.

ACADEMIC BACKGROUND
Bachelors degree, relevant coursework in sql.

CORE COMPETENCIES
oop, algorithms, junit, css, data structures, git, wireframing, python, power bi, sql, c++

EXPERIENCE
Software Engineer, Skyline Systems (2.3 yrs)
- Built and maintained systems using data structures and oop.
- Collaborated with a small team to ship features on schedule.","oop, algorithms, junit, css, data structures, git, wireframing, python, power bi, sql, c++",11,1.4,Bachelors,0,0,4,54.8,Software Engineer,summary detail oriented professional skilled data structure oop seeking software engineer role completed coursework internship involving sql git academic background bachelor degree relevant coursework sql core competency oop algorithm junit cs data structure git wireframing python power sql experience software engineer skyline system yr built maintained system using data structure oop collaborated small team ship feature schedule,1,1
"OBJECTIVE
Motivated Frontend Developer with hands-on experience in css, responsive design and next.js. Built projects applying figma to solve real-world problems.

EDUCATION
PhD degree, relevant coursework in figma.

CORE COMPETENCIES
figma, next.js, css, flask, redux, responsive design

PERSONAL PROJECTS
Data Insights Dashboard
Applied css to analyze data and responsive design to build the final solution, presenting results to peers.

Data Insights Dashboard
Applied css to analyze data and responsive design to build the final solution, presenting results to peers.

CERTIFICATES
Relevant certification related to javascript.","figma, next.js, css, flask, redux, responsive design",6,1.1,PhD,1,1,5,67.4,Frontend Developer,objective motivated frontend developer hand experience cs responsive design next built project applying figma solve real world problem education phd degree relevant coursework figma core competency figma next cs flask redux responsive design personal project data insight dashboard applied cs analyze data responsive design build final solution presenting result peer data insight dashboard applied cs analyze data responsive design build final solution presenting result peer certificate relevant certification related javascript,3,4
"SUMMARY
Motivated DevOps Engineer with hands-on experience in git, monitoring and ansible. Built projects applying docker to solve real-world problems.

EDUCATION
PhD degree, relevant coursework in ci/cd.

CORE COMPETENCIES
terraform, usability testing, bash, keras, jenkins, aws, docker, monitoring, ansible, python, ci/cd, linux, git, design systems

WORK EXPERIENCE
DevOps Engineer, Acme Solutions (3.7 yrs)
- Automated workflows involving git, reducing manual effort.
- Used monitoring daily to support ongoing projects.

PROJECTS
Mini Analytics Engine
Applied git to analyze data and monitoring to build the final solution, presenting results to peers.

CERTIFICATES
Relevant certification related to docker.","terraform, usability testing, bash, keras, jenkins, aws, docker, monitoring, ansible, python, ci/cd, linux, git, design systems",14,3.7,PhD,1,1,6,88.3,DevOps Engineer,summary motivated devops engineer hand experience git monitoring ansible built project applying docker solve real world problem education phd degree relevant coursework core competency terraform usability testing bash kera jenkins aws docker monitoring ansible python linux git design system work experience devops engineer acme solution yr automated workflow involving git reducing manual effort used monitoring daily support ongoing project project mini analytics engine applied git analyze data monitoring build final solution presenting result peer certificate relevant certification related docker,3,4
"PROFESSIONAL SUMMARY
Motivated Database Administrator with hands-on experience in mongodb, linux and indexing. Built projects applying etl to solve real-world problems.

ACADEMIC BACKGROUND
Bachelors degree, relevant coursework in oracle.

SKILLS
indexing, postgresql, sql, backup, mongodb, linux, etl, mysql, oracle

PROFESSIONAL EXPERIENCE
Database Administrator, Acme Solutions (0.6 yrs)
- Automated workflows involving mongodb, reducing manual effort.
- Used linux daily to support ongoing projects.

PROJECTS
Recommendation Prototype
Applied mongodb to analyze data and linux to build the final solution, presenting results to peers.","indexing, postgresql, sql, backup, mongodb, linux, etl, mysql, oracle",9,0.6,Bachelors,1,0,5,71.0,Database Administrator,professional summary motivated database administrator hand experience mongodb linux indexing built project applying etl solve real world problem academic background bachelor degree relevant coursework oracle skill indexing postgresql sql backup mongodb linux etl mysql oracle professional experience database administrator acme solution yr automated workflow involving mongodb reducing manual effort used linux daily support ongoing project project recommendation prototype applied mongodb analyze data linux build final solution presenting result peer,1,0
"SUMMARY
Results-driven Database Administrator with 1.2 years of practical exposure to indexing and query optimization. Enjoys solving problems with mysql.

EDUCATION
Bachelors degree, relevant coursework in postgresql.

TECHNICAL SKILLS
etl, backup, indexing, linux, mysql, oracle, query optimization, sql

ACADEMIC PROJECTS
Campus Utility App
Applied indexing to analyze data and query optimization to build the final solution, presenting results to peers.

Data Insights Dashboard
Built using indexing and query optimization. Focused on solving a practical problem and deploying a working demo.","etl, backup, indexing, linux, mysql, oracle, query optimization, sql",8,1.2,Bachelors,1,0,4,65.2,Database Administrator,summary result driven database administrator year practical exposure indexing query optimization enjoys solving problem mysql education bachelor degree relevant coursework postgresql technical skill etl backup indexing linux mysql oracle query optimization sql academic project campus utility app applied indexing analyze data query optimization build final solution presenting result peer data insight dashboard built using indexing query optimization focused solving practical problem deploying working demo,1,0
"PROFESSIONAL SUMMARY
Results-driven Database Administrator with 1.6 years of practical exposure to etl and oracle. Enjoys solving problems with linux.

EDUCATION
PhD degree, relevant coursework in postgresql.

TECHNICAL SKILLS
indexing, backup, etl, mysql, jira, query optimization, oracle, linux

PROJECTS
Mini Analytics Engine
Built using etl and oracle. Focused on solving a practical problem and deploying a working demo.","indexing, backup, etl, mysql, jira, query optimization, oracle, linux",8,1.6,PhD,1,0,4,58.7,Database Administrator,professional summary result driven database administrator year practical exposure etl oracle enjoys solving problem linux education phd degree relevant coursework postgresql technical skill indexing backup etl mysql jira query optimization oracle linux project mini analytics engine built using etl oracle focused solving practical problem deploying working demo,3,0
"ACADEMIC BACKGROUND
Diploma degree, relevant coursework in javascript.

CORE COMPETENCIES
webpack, deep learning, react, git, responsive design, redux, figma, next.js, typescript, javascript

PROFESSIONAL EXPERIENCE
Frontend Developer, Cascade Consulting (1.4 yrs)
- Automated workflows involving react, reducing manual effort.
- Used redux daily to support ongoing projects.

ACADEMIC PROJECTS
Recommendation Prototype
Built using react and redux. Focused on solving a practical problem and deploying a working demo.

Data Insights Dashboard
Applied react to analyze data and redux to build the final solution, presenting results to peers.","webpack, deep learning, react, git, responsive design, redux, figma, next.js, typescript, javascript",10,1.4,Diploma,1,0,4,59.4,Frontend Developer,academic background diploma degree relevant coursework javascript core competency webpack deep learning react git responsive design redux figma next typescript javascript professional experience frontend developer cascade consulting yr automated workflow involving react reducing manual effort used redux daily support ongoing project academic project recommendation prototype built using react redux focused solving practical problem deploying working demo data insight dashboard applied react analyze data redux build final solution presenting result peer,0,0
"SUMMARY
Detail-oriented professional skilled in redux and next.js, seeking a Frontend Developer role. Completed coursework and internships involving webpack and react.

EDUCATION
Bachelors degree, relevant coursework in next.js.

TECHNICAL SKILLS
redux, indexing, css, next.js, python, webpack, react

WORK EXPERIENCE
Frontend Developer, Acme Solutions (0.5 yrs)
- Built and maintained systems using redux and next.js.
- Collaborated with a small team to ship features on schedule.","redux, indexing, css, next.js, python, webpack, react",7,0.3,Bachelors,0,0,4,32.2,Frontend Developer,summary detail oriented professional skilled redux next seeking frontend developer role completed coursework internship involving webpack react education bachelor degree relevant coursework next technical skill redux indexing cs next python webpack react work experience frontend developer acme solution yr built maintained system using redux next collaborated small team ship feature schedule,1,1
"SUMMARY
Frontend Developer candidate with a strong foundation in redux, css, responsive design. Passionate about typescript and continuous learning.

ACADEMIC BACKGROUND
Bachelors degree, relevant coursework in css.

TECHNICAL SKILLS
microservices, responsive design, typescript, redux, data structures, figma, css

PERSONAL PROJECTS
Automation Toolkit
Applied redux to analyze data and css to build the final solution, presenting results to peers.","microservices, responsive design, typescript, redux, data structures, figma, css",7,1.4,Bachelors,1,0,4,56.0,Frontend Developer,summary frontend developer candidate strong foundation redux cs responsive design passionate typescript continuous learning academic background bachelor degree relevant coursework cs technical skill microservices responsive design typescript redux data structure figma cs personal project automation toolkit applied redux analyze data cs build final solution presenting result peer,1,0
"OBJECTIVE
Results-driven Frontend Developer with 2.4 years of practical exposure to react and figma. Enjoys solving problems with html.

EDUCATION
Diploma degree, relevant coursework in css.

TECHNICAL SKILLS
responsive design, css, ci/cd, webpack, react, power bi, figma, siem, next.js, html

PROJECTS
Personal Portfolio System
Built using react and figma. Focused on solving a practical problem and deploying a working demo.

Mini Analytics Engine
Applied react to analyze data and figma to build the final solution, presenting results to peers.

CERTIFICATIONS
Relevant certification related to next.js.","responsive design, css, ci/cd, webpack, react, power bi, figma, siem, next.js, html",10,2.4,Diploma,1,1,5,67.3,Frontend Developer,objective result driven frontend developer year practical exposure react figma enjoys solving problem html education diploma degree relevant coursework cs technical skill responsive design cs webpack react power figma siem next html project personal portfolio system built using react figma focused solving practical problem deploying working demo mini analytics engine applied react analyze data figma build final solution presenting result peer certification relevant certification related next,0,4
"PROFESSIONAL SUMMARY
Motivated Backend Developer with hands-on experience in flask, node.js and redis. Built projects applying java to solve real-world problems.

ACADEMIC BACKGROUND
Masters degree, relevant coursework in django.

TECHNICAL SKILLS
redis, node.js, flask, sql, django, java, git, microservices, rest api, python

PROFESSIONAL EXPERIENCE
Backend Developer, Quantum Analytics (4.1 yrs)
- Automated workflows involving flask, reducing manual effort.
- Used node.js daily to support ongoing projects.

PROJECTS
Recommendation Prototype
Applied flask to analyze data and node.js to build the final solution, presenting results to peers.

Mini Analytics Engine
Built using flask and node.js. Focused on solving a practical problem and deploying a working demo.

CERTIFICATIONS
Relevant certification related to git.","redis, node.js, flask, sql, django, java, git, microservices, rest api, python",10,4.1,Masters,1,1,6,89.9,Backend Developer,professional summary motivated backend developer hand experience flask node redis built project applying java solve real world problem academic background master degree relevant coursework django technical skill redis node flask sql django java git microservices rest api python professional experience backend developer quantum analytics yr automated workflow involving flask reducing manual effort used node daily support ongoing project project recommendation prototype applied flask analyze data node build final solution presenting result peer mini analytics engine built using flask node focused solving practical problem deploying working demo certification relevant certification related git,2,4
"OBJECTIVE
Software Engineer candidate with a strong foundation in linux, junit, algorithms. Passionate about python and continuous learning.

EDUCATION
PhD degree, relevant coursework in oop.

SKILLS
python, junit, postgresql, linux, penetration testing, algorithms, prometheus, data structures

CERTIFICATES
Relevant certification related to algorithms.","python, junit, postgresql, linux, penetration testing, algorithms, prometheus, data structures",8,0.1,PhD,0,1,4,34.9,Software Engineer,objective software engineer candidate strong foundation linux junit algorithm passionate python continuous learning education phd degree relevant coursework oop skill python junit postgresql linux penetration testing algorithm prometheus data structure certificate relevant certification related algorithm,3,2
"PROFILE
Results-driven Backend Developer with 2.6 years of practical exposure to microservices and sql. Enjoys solving problems with python.

EDUCATION
Masters degree, relevant coursework in git.

CORE COMPETENCIES
node.js, python, git, java, microservices, opencv, stakeholder management, sql

WORK EXPERIENCE
Backend Developer, Vertex Digital (2.6 yrs)
- Automated workflows involving microservices, reducing manual effort.
- Used sql daily to support ongoing projects.

CERTIFICATES
Relevant certification related to node.js.","node.js, python, git, java, microservices, opencv, stakeholder management, sql",8,2.6,Masters,0,1,5,53.6,Backend Developer,profile result driven backend developer year practical exposure microservices sql enjoys solving problem python education master degree relevant coursework git core competency node python git java microservices opencv stakeholder management sql work experience backend developer vertex digital yr automated workflow involving microservices reducing manual effort used sql daily support ongoing project certificate relevant certification related node,2,2
"EDUCATION
Bachelors degree, relevant coursework in monitoring.

TECHNICAL SKILLS
prometheus, linux, responsive design, indexing, oracle, jenkins, docker, monitoring, bash

EXPERIENCE
DevOps Engineer, Quantum Analytics (5.0 yrs)
- Automated workflows involving linux, reducing manual effort.
- Used jenkins daily to support ongoing projects.

ACADEMIC PROJECTS
Mini Analytics Engine
Built using linux and jenkins. Focused on solving a practical problem and deploying a working demo.

CERTIFICATES
Relevant certification related to docker.","prometheus, linux, responsive design, indexing, oracle, jenkins, docker, monitoring, bash",9,5.0,Bachelors,1,1,5,75.0,DevOps Engineer,education bachelor degree relevant coursework monitoring technical skill prometheus linux responsive design indexing oracle jenkins docker monitoring bash experience devops engineer quantum analytics yr automated workflow involving linux reducing manual effort used jenkins daily support ongoing project academic project mini analytics engine built using linux jenkins focused solving practical problem deploying working demo certificate relevant certification related docker,1,3
"PROFILE
AI Engineer candidate with a strong foundation in keras, tensorflow, deep learning. Passionate about git and continuous learning.

ACADEMIC BACKGROUND
Bachelors degree, relevant coursework in sql.

TECHNICAL SKILLS
siem, keras, docker, deep learning, tensorflow, pytorch, nlp, computer vision, machine learning, git

PROFESSIONAL EXPERIENCE
AI Engineer, NovaTech (1.4 yrs)
- Automated workflows involving keras, reducing manual effort.
- Used tensorflow daily to support ongoing projects.

PERSONAL PROJECTS
Data Insights Dashboard
Built using keras and tensorflow. Focused on solving a practical problem and deploying a working demo.

Data Insights Dashboard
Applied keras to analyze data and tensorflow to build the final solution, presenting results to peers.","siem, keras, docker, deep learning, tensorflow, pytorch, nlp, computer vision, machine learning, git",10,1.4,Bachelors,1,0,5,68.8,AI Engineer,profile engineer candidate strong foundation kera tensorflow deep learning passionate git continuous learning academic background bachelor degree relevant coursework sql technical skill siem kera docker deep learning tensorflow pytorch nlp computer vision machine learning git professional experience engineer novatech yr automated workflow involving kera reducing manual effort used tensorflow daily support ongoing project personal project data insight dashboard built using kera tensorflow focused solving practical problem deploying working demo data insight dashboard applied kera analyze data tensorflow build final solution presenting result peer,1,0
"ACADEMIC BACKGROUND
Bachelors degree, relevant coursework in jira.

CORE COMPETENCIES
jira, power bi, django, data analysis, agile, linux, stakeholder management, sql

EXPERIENCE
Business Analyst Intern, Quantum Analytics (1.4 yrs)
- Assisted senior engineers with tasks involving stakeholder management and data analysis.
- Learned sql on the job through mentorship.

ACADEMIC PROJECTS
Data Insights Dashboard
Applied stakeholder management to analyze data and sql to build the final solution, presenting results to peers.

Automation Toolkit
Built using stakeholder management and sql. Focused on solving a practical problem and deploying a working demo.

CERTIFICATIONS
Relevant certification related to sql.","jira, power bi, django, data analysis, agile, linux, stakeholder management, sql",8,1.4,Bachelors,1,1,5,80.1,Business Analyst,academic background bachelor degree relevant coursework jira core competency jira power django data analysis agile linux stakeholder management sql experience business analyst intern quantum analytics yr assisted senior engineer task involving stakeholder management data analysis learned sql job mentorship academic project data insight dashboard applied stakeholder management analyze data sql build final solution presenting result peer automation toolkit built using stakeholder management sql focused solving practical problem deploying working demo certification relevant certification related sql,1,4
"SUMMARY
Results-driven Backend Developer with 0.4 years of practical exposure to microservices and docker. Enjoys solving problems with python.

ACADEMIC BACKGROUND
Bachelors degree, relevant coursework in node.js.

SKILLS
docker, microservices, mongodb, siem, design systems, vulnerability assessment, python, rest api

WORK EXPERIENCE
Backend Developer, Northwind Software (0.5 yrs)
- Automated workflows involving microservices, reducing manual effort.
- Used docker daily to support ongoing projects.

PROJECTS
Mini Analytics Engine
Built using microservices and docker. Focused on solving a practical problem and deploying a working demo.

Recommendation Prototype
Built using microservices and docker. Focused on solving a practical problem and deploying a working demo.","docker, microservices, mongodb, siem, design systems, vulnerability assessment, python, rest api",8,0.4,Bachelors,1,0,5,40.7,Backend Developer,summary result driven backend developer year practical exposure microservices docker enjoys solving problem python academic background bachelor degree relevant coursework node skill docker microservices mongodb siem design system vulnerability assessment python rest api work experience backend developer northwind software yr automated workflow involving microservices reducing manual effort used docker daily support ongoing project project mini analytics engine built using microservices docker focused solving practical problem deploying working demo recommendation prototype built using microservices docker focused solving practical problem deploying working demo,1,0
"PROFILE
Detail-oriented professional skilled in linux and cloudformation, seeking a Cloud Engineer role. Completed coursework and internships involving ci/cd and gcp.

EDUCATION
Bachelors degree, relevant coursework in python.

TECHNICAL SKILLS
linux, terraform, kubernetes, gcp, networking, aws, junit, algorithms, vulnerability assessment, cloudformation, design systems, ci/cd

EXPERIENCE
Cloud Engineer, Quantum Analytics (3.1 yrs)
- Automated workflows involving linux, reducing manual effort.
- Used cloudformation daily to support ongoing projects.

PROJECTS
Automation Toolkit
Built using linux and cloudformation. Focused on solving a practical problem and deploying a working demo.

Recommendation Prototype
Built using linux and cloudformation. Focused on solving a practical problem and deploying a working demo.

CERTIFICATIONS
Relevant certification related to terraform.","linux, terraform, kubernetes, gcp, networking, aws, junit, algorithms, vulnerability assessment, cloudformation, design systems, ci/cd",12,3.1,Bachelors,1,1,6,78.0,Cloud Engineer,profile detail oriented professional skilled linux cloudformation seeking cloud engineer role completed coursework internship involving gcp education bachelor degree relevant coursework python technical skill linux terraform kubernetes gcp networking aws junit algorithm vulnerability assessment cloudformation design system experience cloud engineer quantum analytics yr automated workflow involving linux reducing manual effort used cloudformation daily support ongoing project project automation toolkit built using linux cloudformation focused solving practical problem deploying working demo recommendation prototype built using linux cloudformation focused solving practical problem deploying working demo certification relevant certification related terraform,1,4
"SUMMARY
Software Engineer candidate with a strong foundation in c++, python, junit. Passionate about sql and continuous learning.

EDUCATION
Masters degree, relevant coursework in rest api.

CORE COMPETENCIES
responsive design, cryptography, junit, data structures, oop, design systems, sql, git, python, c++

EXPERIENCE
Software Engineer, Vertex Digital (0.5 yrs)
- Built and maintained systems using c++ and python.
- Collaborated with a small team to ship features on schedule.

CERTIFICATIONS
Relevant certification related to oop.","responsive design, cryptography, junit, data structures, oop, design systems, sql, git, python, c++",10,0.5,Masters,0,1,5,50.6,Software Engineer,summary software engineer candidate strong foundation python junit passionate sql continuous learning education master degree relevant coursework rest api core competency responsive design cryptography junit data structure oop design system sql git python experience software engineer vertex digital yr built maintained system using python collaborated small team ship feature schedule certification relevant certification related oop,2,2
"SUMMARY
Motivated Database Administrator with hands-on experience in mysql, linux and mongodb. Built projects applying postgresql to solve real-world problems.

EDUCATION
Masters degree, relevant coursework in postgresql.

CORE COMPETENCIES
oracle, mysql, postgresql, linux, mongodb

WORK EXPERIENCE
Database Administrator Intern, Skyline Systems (2.1 yrs)
- Assisted senior engineers with tasks involving mysql and mongodb.
- Learned linux on the job through mentorship.

PERSONAL PROJECTS
Personal Portfolio System
Applied mysql to analyze data and linux to build the final solution, presenting results to peers.","oracle, mysql, postgresql, linux, mongodb",5,2.1,Masters,1,0,5,42.1,Database Administrator,summary motivated database administrator hand experience mysql linux mongodb built project applying postgresql solve real world problem education master degree relevant coursework postgresql core competency oracle mysql postgresql linux mongodb work experience database administrator intern skyline system yr assisted senior engineer task involving mysql mongodb learned linux job mentorship personal project personal portfolio system applied mysql analyze data linux build final solution presenting result peer,2,0
"SUMMARY
Data Scientist candidate with a strong foundation in excel, scikit-learn, statistics. Passionate about pandas and continuous learning.

EDUCATION
Diploma degree, relevant coursework in statistics.

TECHNICAL SKILLS
excel, adobe xd, python, scikit-learn, stakeholder management, r, statistics, machine learning, pandas, tableau, power bi

PROFESSIONAL EXPERIENCE
Data Scientist, Northwind Software (5.8 yrs)
- Automated workflows involving excel, reducing manual effort.
- Used scikit-learn daily to support ongoing projects.

PROJECTS
Recommendation Prototype
Built using excel and scikit-learn. Focused on solving a practical problem and deploying a working demo.

Recommendation Prototype
Built using excel and scikit-learn. Focused on solving a practical problem and deploying a working demo.

CERTIFICATES
Relevant certification related to r.","excel, adobe xd, python, scikit-learn, stakeholder management, r, statistics, machine learning, pandas, tableau, power bi",11,5.8,Diploma,1,1,6,83.2,Data Scientist,summary data scientist candidate strong foundation excel scikit learn statistic passionate panda continuous learning education diploma degree relevant coursework statistic technical skill excel adobe python scikit learn stakeholder management statistic machine learning panda tableau power professional experience data scientist northwind software yr automated workflow involving excel reducing manual effort used scikit learn daily support ongoing project project recommendation prototype built using excel scikit learn focused solving practical problem deploying working demo recommendation prototype built using excel scikit learn focused solving practical problem deploying working demo certificate relevant certification related,0,3
